skippy-1.wav,Okay Joe listen the truth is I am not sure what to do about it right now. People in the medical center would not affected because I directly monitor their condition twenty four seven. I will have to extend that level of monitoring to the entire crew.
skippy-10.wav,And you won't like that because it is intrusive. You have cautioned me many times about respecting people's need for privacy.
skippy-11.wav,Also truthfully I will get bored and lose focus. From intercepted message traffic. We know the max Oaks now suspect that our thirteenth attack did not intend to target such a heavy force.
skippy-12.wav,Regardless the kiddies believe we will avoid targets that can fight back. We shouldn't count on coordinating an attack with the bus for rock Joe.
skippy-13.wav,They're not just going to follow orders from a ghost ship besides their tactics. I'm not compatible with. They hack the messages of their clients.
skippy-14.wav,Even the codes that the bird brains think all secure. The max soaks know all about the battleships and the flight plans. The three carriers are staging from separate basis.
skippy-15.wav,They plan to run day VU. After going through the last wormhole at a location about three light years from WIOA Vendigo the max salts will be waiting for them.
skippy-16.wav,Oh Joe. I just finished decrypting message traffic from the relay station. We might have a slight problem. Well you have heard the term relative humidity.
skippy-17.wav,Like sometimes you notice the humidity in the air and sometimes you don't.
skippy-18.wav,What I mean is sometimes things can be relative you know like you think you have done a really good super duper job of concealing evidence but then some nitpicky jerk who has literally nothing else to do comes along and. Well so far two things.
skippy-19.wav,First I should give you some background. There is a Maxalt star ship captain named Elliott who has been assigned to verify the bullshit story. We cooked up about the boss for rock developing advanced technologies and blowing up to kitty warships on their way to worth.
skippy-2.wav,She could have seen the assignment as busy work done the minimum effort to check the boxes and move on with her life.
skippy-20.wav,But no she has to take her job seriously because she is so important and she. She looked deeper into our cover story about changes in the inner structure of the star in the system where we took over the moon base and stole a max Oaks drop ship.
skippy-21.wav,That cover story was solid. Absolutely solid except for the nagging little detail that I couldn't send the effect back in time.
skippy-22.wav,No you knucklehead. Well they sort of do I guess space combat Joe. There's nothing I could do about it. Plus I never expected some obsessive compulsive Sherlock Holmes want to be would investigate in that level of detail actually.
skippy-23.wav,Hm. I have to admit I am impressed by their age. It must've created a virtual model of the star.
skippy-24.wav,And anyway that sort of thing is nothing more than a hobby for me but it is impressive that  AI did it.
skippy-25.wav,No nothing like that all they know is the timing of and the star was screwed with doesn't line up with the story we planted in the confession message. This ileus woman reported her findings to their fleet intelligence.
skippy-26.wav,And mostly it was dismissed. The Intel people figure that whoever wrote the confession didn't have access to all the details and got the timing wrong.
skippy-27.wav,By the time they received her data we had started our go ship campaign and their fleet had more important things to worry about because Elliot is very persistent and very dedicated and very good at her job.
skippy-28.wav,Also fleet intelligence is hedging their bets so they allowed her to continue her mission. Even after we launched the ghost ship attacks her next stop was where we attacked the two ships headed to earth.
skippy-29.wav,It means I got all the pieces I could detect with the ships sensors. We were very thorough just not thorough enough.
skippy-3.wav,If I sent out a cloud of nanoparticle centers to scour a section of the battlespace it was they found fragments of the Dutchmans hall.
skippy-30.wav,The fragments were microscopic but large enough for a full chemical analysis Elliot was able to determine the fragments came from the hall of a Thornton star ship. No.
